Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
KALEIDO,"3,248,000","3,164.62","1,026",Nov-21,LORONG K TELOK KURAU,Resale,Strata,294,"11,048",-,Terrace House,1,Freehold,15,Outside Central Region,-
PALACIO,"3,300,000","3,982.68",829,Nov-21,LORONG M TELOK KURAU,Resale,Strata,370,"8,919",-,Terrace House,1,Freehold,15,Outside Central Region,-
THE WHITLEY RESIDENCES,"4,750,000","5,543.46",857,Nov-21,WHITLEY ROAD,Resale,Strata,515,"9,223",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
NORMANTON PARK,"3,150,000","2,109.74","1,493",Nov-21,NORMANTON PARK,New Sale,Strata,196,"16,071",-,Terrace House,1,99 yrs lease commencing from 2019,05,Rest of Central Region,-
NORMANTON PARK,"3,150,000","2,109.74","1,493",Nov-21,NORMANTON PARK,New Sale,Strata,196,"16,071",-,Terrace House,1,99 yrs lease commencing from 2019,05,Rest of Central Region,-
KENT RIDGE HILL RESIDENCES,"2,898,000","1,829.88","1,584",Nov-21,SOUTH BUONA VISTA ROAD,New Sale,Strata,170,"17,047",-,Terrace House,1,99 yrs lease commencing from 2018,05,Rest of Central Region,-
ONE SURIN,"3,150,000","4,434.77",710,Nov-21,SURIN AVENUE,Resale,Strata,412,"7,646",-,Terrace House,1,Freehold,19,Outside Central Region,-
KEW RESIDENCIA,"2,118,888","2,960.1",716,Nov-21,KEW CRESCENT,Resale,Strata,275,"7,705",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
NORMANTON PARK,"3,150,000","2,109.74","1,493",Nov-21,NORMANTON PARK,New Sale,Strata,196,"16,071",-,Terrace House,1,99 yrs lease commencing from 2019,05,Rest of Central Region,-
LYNWOOD EIGHT,"3,950,000","5,769.5",685,Nov-21,LYNWOOD GROVE,Resale,Strata,536,"7,369",-,Detached House,1,Freehold,13,Outside Central Region,-
ESTE VILLA,"2,800,000","3,412.19",821,Nov-21,NIM ROAD,Resale,Strata,317,"8,833",-,Terrace House,1,Freehold,28,Outside Central Region,-
EIGHT RIVERSUITES,"2,300,000","2,960.1",777,Nov-21,WHAMPOA EAST,Resale,Strata,275,"8,364",-,Terrace House,1,99 yrs lease commencing from 2011,12,Rest of Central Region,-
LOYANG COURT,"1,320,000","1,915.99",689,Nov-21,JALAN LOYANG BESAR,Resale,Strata,178,"7,416",-,Terrace House,1,99 yrs lease commencing from 1994,17,Outside Central Region,-
THOMSON IMPRESSIONS,"2,980,000","2,034.4","1,465",Nov-21,LORONG PUNTONG,Resale,Strata,189,"15,767",-,Semi-Detached House,1,99 yrs lease commencing from 2015,20,Rest of Central Region,-
MAYFLOWER RESIDENCES,"2,200,000","1,937.52","1,135",Nov-21,MAYFLOWER AVENUE,Resale,Strata,180,"12,222",-,Terrace House,1,Freehold,20,Outside Central Region,-
BELGRAVIA VILLAS,"3,680,000","3,961.15",929,Nov-21,BELGRAVIA DRIVE,Resale,Strata,368,"10,000",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
D'MANOR,"1,935,000","2,723.29",711,Nov-21,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"7,648",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
PLATINA GARDENS,"2,330,000","3,950.39",590,Nov-21,PLATINA ROAD,Resale,Strata,367,"6,349",-,Terrace House,1,Freehold,27,Outside Central Region,-
KALEIDO,"3,050,000","3,100.03",984,Nov-21,LORONG K TELOK KURAU,Resale,Strata,288,"10,590",-,Terrace House,1,Freehold,15,Outside Central Region,-
ESTE VILLA,"2,700,000","3,390.66",796,Nov-21,NIM ROAD,Resale,Strata,315,"8,571",-,Terrace House,1,Freehold,28,Outside Central Region,-
D'MANOR,"1,920,000","2,723.29",705,Nov-21,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"7,589",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
JANSEN 8,"3,128,000","3,788.93",826,Nov-21,JANSEN ROAD,Resale,Strata,352,"8,886",-,Terrace House,1,Freehold,19,Outside Central Region,-
THE SHAUGHNESSY,"2,050,000","3,713.58",552,Nov-21,MILTONIA CLOSE,Resale,Strata,345,"5,942",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
ESTE VILLA,"2,650,000","3,369.13",787,Nov-21,NIM ROAD,Resale,Strata,313,"8,466",-,Terrace House,1,Freehold,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,100,000","2,830.93","1,448",Nov-21,CHANCERY HILL WALK,Resale,Strata,263,"15,589",-,Terrace House,1,Freehold,11,Core Central Region,-
KENT RIDGE HILL RESIDENCES,"2,978,000","1,829.88","1,627",Nov-21,SOUTH BUONA VISTA ROAD,New Sale,Strata,170,"17,518",-,Terrace House,1,99 yrs lease commencing from 2018,05,Rest of Central Region,-
THE SHAUGHNESSY,"2,100,000","3,283.02",640,Nov-21,MILTONIA CLOSE,Resale,Strata,305,"6,885",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
THE CHANCERY RESIDENCE,"2,930,000","3,272.26",895,Nov-21,CHANCERY LANE,Resale,Strata,304,"9,638",-,Terrace House,1,99 yrs lease commencing from 2004,11,Core Central Region,01 to 05
THE WHITLEY RESIDENCES,"4,850,000","6,070.9",799,Nov-21,WHITLEY ROAD,Resale,Strata,564,"8,599",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
NORMANTON PARK,"3,150,000","2,109.74","1,455",Nov-21,NORMANTON PARK,New Sale,Strata,196,"15,663","3,070,000",Terrace House,1,99 yrs lease commencing from 2019,05,Rest of Central Region,-
NORMANTON PARK,"3,150,000","2,109.74","1,493",Nov-21,NORMANTON PARK,New Sale,Strata,196,"16,071",-,Terrace House,1,99 yrs lease commencing from 2019,05,Rest of Central Region,-
SUNCOTTAGES,"3,000,000","3,272.26",917,Nov-21,CASHEW CRESCENT,Resale,Strata,304,"9,868",-,Terrace House,1,999 yrs lease commencing from 1883,23,Outside Central Region,-
CHARLTON RESIDENCES,"3,058,000","5,349.71",572,Nov-21,CHARLTON ROAD,Resale,Strata,497,"6,153",-,Terrace House,1,Freehold,19,Outside Central Region,-
THE VISION,"3,350,000","4,962.2",675,Nov-21,WEST COAST CRESCENT,Resale,Strata,461,"7,267",-,Terrace House,1,99 yrs lease commencing from 2008,05,Outside Central Region,-
ALANA,"2,380,000","2,755.58",864,Nov-21,SUNRISE TERRACE,Resale,Strata,256,"9,297",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
TK ONE,"2,920,000","4,424",660,Nov-21,LORONG N TELOK KURAU,Resale,Strata,411,"7,105",-,Terrace House,1,Freehold,15,Outside Central Region,-
PALM GROVE REGENCY,"2,578,000","2,863.22",900,Nov-21,PALM GROVE AVENUE,Resale,Strata,266,"9,692",-,Terrace House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
EASTREES,"3,300,000","4,025.74",820,Nov-21,EAST COAST DRIVE,Resale,Strata,374,"8,824",-,Terrace House,1,Freehold,15,Outside Central Region,-
ESTRIVILLAS,"3,680,000","5,188.25",709,Nov-21,JALAN LIM TAI SEE,Resale,Strata,482,"7,635",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
CHARLTON VILLAS,"2,500,000","2,723.29",918,Nov-21,CHARLTON LANE,Resale,Strata,253,"9,881",-,Terrace House,1,Freehold,19,Outside Central Region,-
THE WHITLEY RESIDENCES,"5,000,000","6,081.66",822,Nov-21,WHITLEY ROAD,Resale,Strata,565,"8,850",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
THE SHAUGHNESSY,"1,730,000","3,519.83",492,Nov-21,MILTONIA CLOSE,Resale,Strata,327,"5,291",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
POETS VILLAS,"2,480,000","3,649",680,Nov-21,TAGORE AVENUE,Resale,Strata,339,"7,316",-,Semi-Detached House,1,99 yrs lease commencing from 2010,26,Outside Central Region,-
CHARLTON RESIDENCES,"3,050,000","5,349.71",570,Nov-21,CHARLTON ROAD,Resale,Strata,497,"6,137",-,Terrace House,1,Freehold,19,Outside Central Region,-
WATTEN RESIDENCES,"4,288,800","4,004.21","1,071",Oct-21,WATTEN RISE,Resale,Strata,372,"11,529",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
THOMSON GRAND,"3,450,000","5,145.19",671,Oct-21,SIN MING WALK,Resale,Strata,478,"7,218",-,Terrace House,1,99 yrs lease commencing from 2010,20,Rest of Central Region,-
THE SHAUGHNESSY,"1,980,000","3,509.06",564,Oct-21,MILTONIA CLOSE,Resale,Strata,326,"6,074",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
BAROSSA GARDENS,"2,400,000","2,077.45","1,155",Oct-21,PASIR PANJANG ROAD,Resale,Strata,193,"12,435",-,Terrace House,1,Freehold,05,Rest of Central Region,01 to 05
BELGRAVIA VILLAS,"3,750,000","3,961.15",947,Oct-21,BELGRAVIA DRIVE,Resale,Strata,368,"10,190",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BINJAI CREST,"2,350,000","3,369.13",698,Oct-21,JALAN KAMPONG CHANTEK,Resale,Strata,313,"7,508",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
EUHABITAT,"2,400,000","3,379.9",710,Oct-21,JALAN EUNOS,Resale,Strata,314,"7,643",-,Terrace House,1,99 yrs lease commencing from 2010,14,Outside Central Region,-
KENT RIDGE HILL RESIDENCES,"2,787,713","1,829.88","1,523",Oct-21,SOUTH BUONA VISTA ROAD,New Sale,Strata,170,"16,398",-,Terrace House,1,99 yrs lease commencing from 2018,05,Rest of Central Region,-
PALACIO,"3,080,000","3,918.1",786,Oct-21,LORONG M TELOK KURAU,Resale,Strata,364,"8,462",-,Terrace House,1,Freehold,15,Outside Central Region,-
SEAHILL,"4,728,936","3,831.98","1,234",Oct-21,WEST COAST CRESCENT,Resale,Strata,356,"13,284",-,Terrace House,1,99 yrs lease commencing from 2011,05,Outside Central Region,-
ALANA,"2,950,000","3,024.68",975,Oct-21,SUNRISE TERRACE,Resale,Strata,281,"10,498",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
LYNWOOD EIGHT,"3,380,000","5,102.14",662,Oct-21,LYNWOOD GROVE,Resale,Strata,474,"7,131",-,Detached House,1,Freehold,13,Outside Central Region,-
D'MANOR,"2,000,000","2,723.29",734,Oct-21,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"7,905",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
KEW GATE,"1,580,000","2,260.44",699,Oct-21,LIMAU GARDEN,Resale,Strata,210,"7,524",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
SPRINGHILL,"1,700,000","3,175.38",535,Oct-21,SEMBAWANG WALK,Resale,Strata,295,"5,763",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
ALANA,"2,390,000","2,755.58",867,Oct-21,SUNRISE TERRACE,Resale,Strata,256,"9,336",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,300,000","3,013.92","1,427",Oct-21,JALAN LOYANG BESAR,Resale,Strata,280,"15,357",-,Terrace House,1,999 yrs lease commencing from 1885,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,300,000","3,013.92","1,427",Oct-21,JALAN LOYANG BESAR,Resale,Strata,280,"15,357",-,Terrace House,1,999 yrs lease commencing from 1885,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,300,000","3,013.92","1,427",Oct-21,JALAN LOYANG BESAR,Resale,Strata,280,"15,357",-,Terrace House,1,999 yrs lease commencing from 1885,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,300,000","3,024.68","1,422",Oct-21,JALAN LOYANG BESAR,Resale,Strata,281,"15,302",-,Terrace House,1,999 yrs lease commencing from 1885,17,Outside Central Region,-
DUNSFOLD 18,"3,100,000","4,262.54",727,Oct-21,DUNSFOLD DRIVE,Resale,Strata,396,"7,828",-,Detached House,1,Freehold,13,Outside Central Region,-
THE SPRINGFIELD,"1,670,888","2,400.37",696,Oct-21,CHEMPAKA KUNING LINK,Resale,Strata,223,"7,493",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
THE TENERIFFE,"3,080,000","3,164.62",973,Oct-21,LAUREL WOOD AVENUE,Resale,Strata,294,"10,476",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
WATTEN RESIDENCES,"3,850,000","4,004.21",961,Oct-21,WATTEN RISE,Resale,Strata,372,"10,349",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
WATTEN RESIDENCES,"4,208,000","4,004.21","1,051",Oct-21,WATTEN RISE,Resale,Strata,372,"11,312",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
KENT RIDGE HILL RESIDENCES,"2,839,063","1,829.88","1,552",Oct-21,SOUTH BUONA VISTA ROAD,New Sale,Strata,170,"16,700",-,Terrace House,1,99 yrs lease commencing from 2018,05,Rest of Central Region,-
GILSTEAD BROOKS,"3,515,000","3,121.56","1,126",Oct-21,GILSTEAD ROAD,Resale,Strata,290,"12,121",-,Terrace House,1,Freehold,11,Core Central Region,01 to 05
THE SHAUGHNESSY,"2,103,888","3,283.02",641,Oct-21,MILTONIA CLOSE,Resale,Strata,305,"6,898",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
BELLAVILLE,"3,088,888","4,413.24",700,Oct-21,SIAK KEW AVENUE,Resale,Strata,410,"7,534",-,Detached House,1,Freehold,13,Rest of Central Region,-
KING'S 8,"5,300,000","5,112.9","1,037",Oct-21,KING'S ROAD,Resale,Strata,475,"11,158",-,Detached House,1,Freehold,10,Core Central Region,-
JEWEL @ CHUAN HOE,"2,350,000","4,402.48",534,Oct-21,CHUAN HOE AVENUE,Resale,Strata,409,"5,746",-,Terrace House,1,999 yrs lease commencing from 1886,19,Outside Central Region,-
VERDANA VILLAS,"3,260,000","4,617.76",706,Oct-21,GRACE WALK,Resale,Strata,429,"7,599",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
CABANA,"2,088,000","2,917.04",716,Oct-21,SUNRISE TERRACE,Resale,Strata,271,"7,705",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
THE SPRINGFIELD,"1,800,000","2,335.79",771,Oct-21,CHEMPAKA KUNING LINK,Resale,Strata,217,"8,295",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
THE WOODS,"2,090,000","4,262.54",490,Oct-21,WESTWOOD AVENUE,Resale,Strata,396,"5,278",-,Terrace House,1,99 yrs lease commencing from 2010,22,Outside Central Region,-
KALEIDO,"3,200,000","3,207.67",998,Oct-21,LORONG K TELOK KURAU,Resale,Strata,298,"10,738",-,Terrace House,1,Freehold,15,Outside Central Region,-
LE ROYCE @ LEITH PARK,"2,750,000","3,778.16",728,Oct-21,LEITH PARK,Resale,Strata,351,"7,835",-,Terrace House,1,Freehold,19,Outside Central Region,-
THE HILLOFT,"2,750,000","4,919.15",559,Oct-21,JALAN DERMAWAN,Resale,Strata,457,"6,018",-,Semi-Detached House,1,999 yrs lease commencing from 1885,23,Outside Central Region,-
THE CHANCERY RESIDENCE,"2,700,000","3,379.9",799,Oct-21,CHANCERY LANE,Resale,Strata,314,"8,599",-,Terrace House,1,99 yrs lease commencing from 2004,11,Core Central Region,01 to 05
RIVERFRONT RESIDENCES,"2,308,775","2,109.74","1,094",Oct-21,HOUGANG AVENUE 7,New Sale,Strata,196,"11,779",-,Terrace House,1,99 yrs lease commencing from 2018,19,Outside Central Region,-
COTSWOLD VILLAS,"3,500,000","4,391.71",797,Oct-21,COTSWOLD CLOSE,Resale,Strata,408,"8,578",-,Detached House,1,Freehold,13,Outside Central Region,-
THE TENERIFFE,"3,000,000","3,358.37",893,Oct-21,LAUREL WOOD AVENUE,Resale,Strata,312,"9,615",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
KENT RIDGE HILL RESIDENCES,"2,616,875","1,829.88","1,430",Oct-21,SOUTH BUONA VISTA ROAD,New Sale,Strata,170,"15,393",-,Terrace House,1,99 yrs lease commencing from 2018,05,Rest of Central Region,-
ARCHIPELAGO,"3,420,000","4,402.48",777,Oct-21,BEDOK RESERVOIR ROAD,Resale,Strata,409,"8,362",-,Semi-Detached House,1,99 yrs lease commencing from 2011,16,Outside Central Region,-
THE SPRINGFIELD,"1,730,000","2,368.08",731,Oct-21,CHEMPAKA KUNING LINK,Resale,Strata,220,"7,864",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
SEVEN CRESCENT,"3,950,000","4,327.13",913,Oct-21,CRESCENT ROAD,Resale,Strata,402,"9,826",-,Detached House,1,Freehold,15,Rest of Central Region,-
SOMMERVILLE RESIDENCES,"3,400,000","4,488.59",757,Oct-21,SOMMERVILLE WALK,Resale,Strata,417,"8,153",-,Semi-Detached House,1,Freehold,13,Outside Central Region,-
8 @ STRATTON,"2,858,000","5,112.9",559,Oct-21,STRATTON GREEN,Resale,Strata,475,"6,017",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
THE MORRIS RESIDENCES,"3,220,000","4,262.54",755,Oct-21,PAYA LEBAR CRESCENT,Resale,Strata,396,"8,131",-,Terrace House,1,Freehold,19,Outside Central Region,-
HORIZON GREEN,"2,030,000","2,992.39",678,Oct-21,THOMSON WALK,Resale,Strata,278,"7,302",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
MONTCLAIR @ WHITLEY,"3,450,000","4,187.2",824,Oct-21,WHITLEY ROAD,Resale,Strata,389,"8,869",-,Semi-Detached House,1,Freehold,11,Core Central Region,01 to 05
THE CHANCERY RESIDENCE,"2,900,000","3,476.77",834,Oct-21,CHANCERY LANE,Resale,Strata,323,"8,978",-,Terrace House,1,99 yrs lease commencing from 2004,11,Core Central Region,01 to 05
WATERFRONT @ FABER,"2,830,000","2,949.34",960,Oct-21,FABER WALK,Resale,Strata,274,"10,328",-,Terrace House,1,99 yrs lease commencing from 2013,05,Outside Central Region,-
THE WHITLEY RESIDENCES,"4,800,000","5,575.75",861,Sep-21,WHITLEY ROAD,Resale,Strata,518,"9,266",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
TUDOR TEN,"7,460,000","12,475.48",598,Sep-21,TUDOR CLOSE,Resale,Strata,"1,159","6,437",-,Detached House,1,Freehold,11,Core Central Region,-
THE WOODS,"2,102,000","4,004.21",525,Sep-21,WESTWOOD AVENUE,Resale,Strata,372,"5,651",-,Terrace House,1,99 yrs lease commencing from 2010,22,Outside Central Region,-
THE TENERIFFE,"2,800,000","3,143.09",891,Sep-21,LAUREL WOOD AVENUE,Resale,Strata,292,"9,589",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
ESTRIVILLAS,"3,750,000","5,608.04",669,Sep-21,JALAN LIM TAI SEE,Resale,Strata,521,"7,198",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
HILLCREST VILLA,"3,280,000","3,110.8","1,054",Sep-21,HILLCREST ROAD,Resale,Strata,289,"11,349",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
BINJAI CREST,"2,500,000","3,778.16",662,Sep-21,JALAN KAMPONG CHANTEK,Resale,Strata,351,"7,123",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
ASTON RESIDENCE,"2,980,000","4,714.63",632,Sep-21,JALAN LOYANG BESAR,Resale,Strata,438,"6,804",-,Detached House,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
SHAMROCK VILLAS,"4,400,000","6,340",694,Sep-21,NAMLY PLACE,Resale,Strata,589,"7,470",-,Detached House,1,Freehold,10,Core Central Region,-
OPERA ESTATE,"2,270,000","1,894.46","1,198",Sep-21,FIDELIO STREET,Resale,Strata,176,"12,898",-,Terrace House,1,Freehold,15,Outside Central Region,-
TK ONE,"3,420,000","4,574.7",748,Sep-21,LORONG N TELOK KURAU,Resale,Strata,425,"8,047",-,Terrace House,1,Freehold,15,Outside Central Region,-
D'MANOR,"2,050,000","2,723.29",753,Sep-21,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"8,103",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
NORMANTON PARK,"3,125,000","2,109.74","1,481",Sep-21,NORMANTON PARK,New Sale,Strata,196,"15,944",-,Terrace House,1,99 yrs lease commencing from 2019,05,Rest of Central Region,-
KENT RIDGE HILL RESIDENCES,"2,962,500","2,066.69","1,433",Sep-21,SOUTH BUONA VISTA ROAD,New Sale,Strata,192,"15,430",-,Terrace House,1,99 yrs lease commencing from 2018,05,Rest of Central Region,-
ASTON GREEN,"2,650,000","4,165.67",636,Sep-21,PAYA LEBAR CRESCENT,Resale,Strata,387,"6,848",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
THE WHITLEY RESIDENCES,"5,100,000","6,167.77",827,Sep-21,WHITLEY ROAD,Resale,Strata,573,"8,901",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
ATELIER VILLAS,"2,400,000","3,132.32",766,Sep-21,YIO CHU KANG DRIVE,Resale,Strata,291,"8,247",-,Terrace House,1,Freehold,26,Outside Central Region,-
VERDANA VILLAS,"3,300,000","4,779.22",690,Sep-21,GRACE WALK,Resale,Strata,444,"7,432",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
ESTRIVILLAS,"3,700,000","5,457.35",678,Sep-21,JALAN LIM TAI SEE,Resale,Strata,507,"7,298",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
ONE CHILTERN,"3,399,988","5,306.65",641,Sep-21,CHILTERN DRIVE,Resale,Strata,493,"6,897",-,Detached House,1,Freehold,13,Outside Central Region,-
THE WOODS,"1,838,000","4,004.21",459,Sep-21,WESTWOOD AVENUE,Resale,Strata,372,"4,941",-,Terrace House,1,99 yrs lease commencing from 2010,22,Outside Central Region,-
RIVERFRONT RESIDENCES,"2,365,991","2,109.74","1,121",Sep-21,HOUGANG AVENUE 7,New Sale,Strata,196,"12,071",-,Terrace House,1,99 yrs lease commencing from 2018,19,Outside Central Region,-
SOMMERVILLE REGENCY,"2,458,000","2,561.83",959,Sep-21,LORONG SELANGAT,Resale,Strata,238,"10,328",-,Terrace House,1,Freehold,13,Outside Central Region,-
BELGRAVIA VILLAS,"3,198,000","3,584.41",892,Sep-21,BELGRAVIA DRIVE,Resale,Strata,333,"9,604",-,Terrace House,1,Freehold,28,Outside Central Region,-
WHITLEY VILLAS,"3,330,000","2,895.52","1,150",Sep-21,WHITLEY ROAD,Resale,Strata,269,"12,379",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
AFFINITY AT SERANGOON,"2,636,625","2,335.79","1,129",Sep-21,SERANGOON NORTH AVENUE 1,New Sale,Strata,217,"12,150",-,Terrace House,1,99 yrs lease commencing from 2018,19,Outside Central Region,-
HILLSGROVE,"2,600,000","4,779.22",544,Sep-21,HILLSIDE DRIVE,Resale,Strata,444,"5,856",-,Semi-Detached House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
NORMANTON PARK,"3,100,000","2,109.74","1,469",Sep-21,NORMANTON PARK,New Sale,Strata,196,"15,816",-,Terrace House,1,99 yrs lease commencing from 2019,05,Rest of Central Region,-
HILLSGROVE,"2,750,000","4,542.41",605,Sep-21,HILLSIDE DRIVE,Resale,Strata,422,"6,517",-,Semi-Detached House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
ALANA,"2,378,300","2,755.58",863,Sep-21,SUNRISE TERRACE,Resale,Strata,256,"9,290",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
CHARLTON 18,"3,300,000","3,649",904,Sep-21,CHARLTON LANE,Resale,Strata,339,"9,735",-,Terrace House,1,Freehold,19,Outside Central Region,-
THE HILLOFT,"2,680,000","5,791.03",463,Sep-21,JALAN DERMAWAN,Resale,Strata,538,"4,981",-,Semi-Detached House,1,999 yrs lease commencing from 1885,23,Outside Central Region,-
WATTEN RESIDENCES,"4,390,000","4,822.27",910,Sep-21,WATTEN RISE,Resale,Strata,448,"9,799",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
HILLCREST VILLA,"3,250,000","3,110.8","1,045",Sep-21,HILLCREST ROAD,Resale,Strata,289,"11,246",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,000,000","5,930.96",674,Sep-21,CRANBORNE ROAD,Resale,Strata,551,"7,260",-,Detached House,1,Freehold,15,Rest of Central Region,-
D'MANOR,"1,890,000","2,723.29",694,Sep-21,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"7,470",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,000,000","5,155.96",582,Sep-21,CRANBORNE ROAD,Resale,Strata,479,"6,263",-,Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,500,000","6,350.76",709,Sep-21,CRANBORNE ROAD,Resale,Strata,590,"7,627",-,Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,500,000","6,361.52",707,Sep-21,CRANBORNE ROAD,Resale,Strata,591,"7,614",-,Detached House,1,Freehold,15,Rest of Central Region,-
KEW GATE,"1,480,000","2,454.19",603,Sep-21,LIMAU GARDEN,Resale,Strata,228,"6,491",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
NORMANTON PARK,"3,160,000","2,109.74","1,498",Sep-21,NORMANTON PARK,New Sale,Strata,196,"16,122",-,Terrace House,1,99 yrs lease commencing from 2019,05,Rest of Central Region,-
CENTURION RESIDENCES,"2,600,000","3,390.66",767,Sep-21,PUAY HEE AVENUE,Resale,Strata,315,"8,254",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
ELEVEN @ HOLLAND,"2,750,000","3,735.11",736,Sep-21,HOLLAND LINK,Resale,Strata,347,"7,925",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
RADIANCE @ BUKIT TIMAH,"3,300,000","4,068.79",811,Sep-21,YUK TONG AVENUE,Resale,Strata,378,"8,730",-,Terrace House,1,Freehold,21,Rest of Central Region,-
THE WHITLEY RESIDENCES,"4,600,000","5,651.1",814,Sep-21,WHITLEY ROAD,Resale,Strata,525,"8,762",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
HORIZON GREEN,"2,200,000","3,110.8",707,Sep-21,ANG MO KIO AVENUE 2,Resale,Strata,289,"7,612",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
D'MANOR,"1,938,000","2,723.29",712,Sep-21,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"7,660",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
PALM GROVE REGENCY,"2,630,000","2,949.34",892,Sep-21,PALM GROVE AVENUE,Resale,Strata,274,"9,599",-,Terrace House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
ALANA,"2,360,000","2,755.58",856,Sep-21,SUNRISE TERRACE,Resale,Strata,256,"9,219",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
THE GREENWOOD,"3,150,000","2,992.39","1,053",Sep-21,GREENWOOD AVENUE,Resale,Strata,278,"11,331",-,Terrace House,1,103 yrs lease commencing from 2008,11,Core Central Region,-
